SaleID,CustomerID,ProductID,SaleDate,Quantity,TotalAmount
C-05426,C-00341,A-00024,2025-02-08,3,112.89
A-05427,A-00198,B-00067,2025-05-01,4,55.01
B-05428,C-00050,A-00030,2024-09-18,2,331.33
C-05429,A-00093,C-00050,2024-08-02,4,98.93
A-05430,C-00458,C-00080,2024-10-26,1,110.49
B-05431,B-00136,B-00064,2024-08-21,3,400.34
C-05432,B-00478,A-00045,2024-08-24,3,182.72
A-05433,A-00051,B-00010,2024-09-25,1,268.74
B-05434,C-00251,C-00092,2024-06-12,2,65.7
C-05435,A-00348,C-00026,2024-07-31,5,469.15
A-05436,A-00348,B-00043,2024-07-27,5,205.65
B-05437,A-00435,B-00028,2025-01-14,4,318.71
C-05438,A-00120,C-00035,2025-02-09,5,250.06
A-05439,A-00438,A-00090,2024-10-29,5,189.87
B-05440,B-00352,B-00031,2025-05-03,2,177.13
C-05441,A-00375,C-00089,2025-01-17,4,244.51
A-05442,B-00316,C-00044,2025-03-04,3,226.9
B-05443,B-00250,A-00072,2024-12-09,4,247.56
C-05444,B-00046,C-00080,2024-05-24,1,178.88
A-05445,B-00178,A-00075,2025-04-17,1,258.7
B-05446,A-00012,A-00051,2024-10-28,4,379.57
C-05447,A-00267,B-00073,2025-02-13,3,474.81
A-05448,C-00479,B-00046,2024-08-11,3,495.93
B-05449,C-00437,C-00032,2024-12-07,2,280.77
C-05450,A-00330,A-00087,2024-05-30,5,386.17
A-05451,B-00253,C-00092,2024-12-15,4,335.05
B-05452,B-00397,C-00011,2024-06-28,4,259.17
C-05453,C-00029,A-00036,2024-12-27,4,142.61
A-05454,C-00449,A-00033,2024-08-15,4,271.79
B-05455,C-00227,B-00001,2025-02-04,4,201.21
C-05456,A-00069,A-00090,2024-09-02,1,240.95
A-05457,B-00280,B-00025,2024-10-15,4,408.78
B-05458,A-00285,A-00069,2024-12-23,1,239.16
C-05459,A-00336,A-00030,2024-09-27,5,387.33
A-05460,B-00394,C-00044,2024-10-21,3,313.72
B-05461,B-00376,A-00042,2024-09-14,1,102.57
C-05462,A-00240,A-00015,2025-05-14,5,270.34
A-05463,B-00013,B-00028,2025-05-15,4,355.29
B-05464,B-00151,C-00074,2024-11-07,2,104.05
C-05465,B-00361,A-00081,2024-06-05,1,190.73
A-05466,C-00104,C-00083,2024-10-29,3,166.53
B-05467,C-00422,B-00094,2024-10-02,4,149.47
C-05468,B-00301,A-00078,2025-02-15,2,285.19
A-05469,B-00400,A-00006,2024-11-27,4,212.76
B-05470,C-00356,A-00072,2024-10-22,1,487.39
C-05471,A-00204,C-00005,2025-01-10,4,450.56
A-05472,B-00214,B-00031,2024-12-08,4,60.52
B-05473,C-00257,A-00006,2024-07-05,1,264.33
C-05474,B-00436,A-00015,2024-09-29,5,359.95
A-05475,C-00479,B-00064,2024-08-30,5,98.47
B-05476,C-00050,A-00084,2024-10-04,1,95.01
C-05477,B-00079,B-00094,2025-04-26,2,292.95
A-05478,A-00186,B-00073,2025-04-21,2,108.48
B-05479,A-00474,C-00059,2024-05-17,1,233.21
C-05480,B-00169,B-00043,2025-01-06,5,218.46
A-05481,C-00152,B-00034,2024-11-03,1,337.64
B-05482,A-00291,C-00008,2025-03-13,3,193.12
C-05483,A-00042,B-00040,2025-04-20,4,63.96
A-05484,A-00432,B-00067,2024-10-25,3,476.01
B-05485,B-00397,B-00043,2025-03-15,1,318.69
C-05486,C-00269,A-00045,2024-10-27,2,368.09
A-05487,B-00376,A-00066,2024-11-23,2,144.47
B-05488,A-00015,C-00017,2025-03-16,3,163.85
C-05489,B-00295,B-00091,2024-11-03,2,273.5
A-05490,C-00044,A-00024,2025-01-21,2,294.96
B-05491,A-00003,B-00082,2024-07-30,4,356.28
C-05492,C-00320,B-00049,2024-09-13,3,76.31
A-05493,C-00224,C-00053,2024-08-19,5,252.17
B-05494,A-00225,A-00039,2024-10-15,3,462.71
C-05495,B-00181,B-00058,2025-05-07,2,84.57
A-05496,A-00411,B-00085,2025-01-26,5,93.38
B-05497,C-00122,C-00011,2024-06-01,3,396.26
C-05498,A-00468,A-00003,2024-06-10,2,377.63
A-05499,A-00006,B-00082,2025-03-11,5,444.21
B-05500,B-00376,B-00082,2025-04-01,3,180.8
C-05501,B-00001,A-00087,2025-04-30,4,374.73
A-05502,B-00010,C-00056,2025-03-22,1,358.17
B-05503,B-00385,B-00091,2024-05-25,1,240.51
C-05504,A-00042,C-00008,2024-07-28,4,491.47
A-05505,C-00128,C-00032,2024-06-24,3,95.09
B-05506,A-00351,B-00037,2024-05-18,3,322.5
C-05507,B-00103,A-00078,2025-03-02,2,276.3
A-05508,B-00013,A-00075,2024-10-09,3,364.38
B-05509,C-00359,C-00020,2025-04-19,2,272.35
C-05510,B-00361,B-00025,2024-11-15,5,276.71
A-05511,C-00182,C-00083,2025-01-13,5,232.24
B-05512,B-00043,A-00009,2024-07-19,5,115.37
C-05513,C-00323,A-00066,2024-12-03,3,134.09
A-05514,B-00496,A-00090,2025-04-05,2,87.82
B-05515,C-00203,A-00060,2025-05-14,2,250.87
C-05516,B-00250,A-00039,2025-03-11,4,96.62
A-05517,A-00414,C-00086,2024-10-19,5,297.16
B-05518,B-00328,A-00063,2024-08-13,5,108.76
C-05519,C-00263,A-00045,2024-12-06,3,464.98
A-05520,C-00386,B-00058,2024-08-28,2,407.03
B-05521,B-00487,B-00013,2025-05-14,1,465.51
C-05522,C-00395,B-00067,2025-01-21,3,114.26
A-05523,C-00455,B-00082,2024-05-26,1,358.14
B-05524,A-00456,B-00040,2024-11-16,5,242.29
C-05525,B-00148,C-00041,2024-07-19,2,135.3
A-05526,A-00159,C-00071,2024-12-11,3,152.92
B-05527,B-00445,A-00003,2025-03-28,4,281.08
C-05528,C-00470,B-00025,2024-05-19,3,211.88
A-05529,C-00008,A-00009,2024-12-31,4,353.29
B-05530,A-00396,A-00078,2025-02-03,5,207.08
C-05531,C-00359,C-00083,2025-01-29,1,330.25
A-05532,C-00404,C-00071,2024-11-07,3,265.51
B-05533,A-00021,A-00060,2025-03-05,4,348.29
C-05534,A-00387,A-00018,2024-08-04,4,138.75
A-05535,A-00492,B-00094,2024-12-29,4,351.23
B-05536,B-00133,A-00030,2024-08-03,4,488.63
C-05537,C-00197,B-00043,2025-03-13,1,356.87
A-05538,B-00265,B-00058,2024-07-21,5,106.99
B-05539,C-00356,A-00054,2024-09-24,1,431.09
C-05540,C-00491,B-00082,2024-10-01,5,144.11
A-05541,B-00094,C-00047,2025-01-29,3,220.3
B-05542,B-00454,B-00079,2025-03-17,4,273.44
C-05543,C-00347,A-00051,2024-05-20,5,416.78
A-05544,A-00234,A-00093,2025-01-11,3,244.47
B-05545,A-00237,B-00022,2024-06-06,5,394.64
C-05546,A-00228,B-00100,2024-08-13,2,494.83
A-05547,C-00470,B-00046,2024-07-29,5,375.57
B-05548,C-00212,A-00054,2024-12-27,3,141.54
C-05549,B-00013,C-00041,2024-12-11,3,434.4
A-05550,C-00452,A-00033,2025-03-27,3,429.13
B-05551,B-00166,A-00024,2024-07-13,3,197.77
C-05552,A-00156,C-00038,2024-11-02,4,94.5
A-05553,C-00203,A-00093,2025-03-07,5,430.77
B-05554,C-00062,C-00056,2025-02-19,2,370.05
C-05555,C-00167,C-00056,2024-09-17,4,113.5
A-05556,B-00268,C-00011,2024-12-23,1,449.99
B-05557,A-00183,B-00091,2025-05-12,2,439.36
C-05558,A-00267,B-00094,2025-03-26,1,206.56
A-05559,C-00101,C-00041,2024-09-10,1,71.96
B-05560,B-00448,A-00090,2025-01-01,4,348.76
C-05561,B-00199,C-00023,2025-02-17,5,460.96
A-05562,A-00342,C-00080,2024-11-12,4,212.04
B-05563,A-00216,A-00039,2024-10-23,2,451.29
C-05564,C-00332,A-00072,2025-04-24,4,143.05
A-05565,B-00136,A-00042,2024-12-20,1,411.21
B-05566,A-00318,C-00059,2024-09-13,3,157.6
C-05567,A-00459,A-00054,2024-12-05,2,281.23
A-05568,A-00393,B-00058,2024-09-18,5,287.11
B-05569,C-00326,C-00083,2024-08-30,3,75.07
C-05570,C-00080,B-00094,2025-02-11,4,456.84
A-05571,C-00311,C-00047,2025-02-26,1,327.94
B-05572,B-00157,B-00064,2024-09-30,3,51.18
C-05573,C-00092,B-00097,2024-05-23,1,175.56
A-05574,B-00499,A-00075,2025-03-16,1,64.83
B-05575,B-00232,A-00030,2025-03-06,1,151.28
C-05576,B-00469,A-00003,2025-01-07,4,304.68
A-05577,C-00311,B-00031,2024-07-09,5,420.6
B-05578,C-00032,B-00013,2024-11-04,4,331.8
C-05579,C-00173,B-00064,2025-03-09,3,132
A-05580,C-00005,A-00021,2025-01-31,4,353.57
B-05581,B-00097,A-00039,2025-01-16,5,349.54
C-05582,C-00125,A-00024,2024-08-06,1,277.79
A-05583,A-00393,C-00014,2025-04-29,3,173.05
B-05584,B-00247,C-00053,2024-09-27,3,159.33
C-05585,B-00448,B-00079,2024-05-18,4,457.33
A-05586,C-00386,A-00036,2024-07-08,2,217.32
B-05587,C-00116,B-00004,2025-03-09,3,193.69
C-05588,B-00496,C-00062,2024-08-30,5,167.8
A-05589,B-00115,B-00061,2025-03-28,1,455.82
B-05590,B-00418,C-00086,2024-08-13,5,362.78
C-05591,C-00044,A-00063,2025-02-17,4,156.7
A-05592,A-00348,A-00042,2025-03-15,1,356.27
B-05593,C-00422,B-00016,2024-06-12,2,113
C-05594,C-00365,B-00022,2024-08-27,3,357.37
A-05595,C-00281,A-00075,2024-07-29,5,439.96
B-05596,B-00193,C-00050,2025-03-25,1,167.02
C-05597,A-00174,A-00072,2024-09-12,3,206.48
A-05598,B-00151,C-00083,2024-07-26,5,180.64
B-05599,A-00288,A-00009,2025-03-18,4,316.01
C-05600,B-00376,B-00061,2025-03-01,3,158.82
A-05601,A-00066,A-00048,2024-11-07,2,318.41
B-05602,B-00190,C-00011,2024-07-30,4,478.43
C-05603,B-00181,C-00065,2024-12-03,3,334.69
A-05604,A-00168,C-00029,2024-11-07,1,129.39
B-05605,A-00339,B-00085,2024-06-17,3,85.92
C-05606,C-00269,C-00080,2025-05-09,1,289.59
A-05607,A-00081,B-00073,2024-11-10,4,284.63
B-05608,B-00247,A-00033,2024-12-29,2,91.39
C-05609,B-00076,B-00079,2024-11-13,3,320.06
A-05610,B-00097,C-00023,2024-12-20,4,198.37
B-05611,B-00049,B-00031,2025-02-17,5,461.26
C-05612,B-00496,C-00023,2025-03-01,5,214.55
A-05613,C-00488,C-00014,2024-09-24,4,207.38
B-05614,A-00072,B-00004,2025-01-26,3,164.82
C-05615,C-00287,C-00086,2025-01-09,1,459.7
A-05616,B-00196,A-00093,2025-03-19,5,142.34
B-05617,B-00274,A-00048,2024-05-23,1,81.09
C-05618,C-00182,B-00043,2024-09-20,4,318.93
A-05619,C-00056,A-00087,2024-07-29,5,134.97
B-05620,A-00465,B-00022,2024-07-15,3,136.92
C-05621,B-00223,A-00036,2024-05-20,2,190.97
A-05622,B-00130,B-00085,2024-07-04,1,178.3
B-05623,B-00316,A-00051,2024-10-14,5,95.75
C-05624,C-00215,C-00071,2025-01-10,4,427.91
A-05625,B-00499,B-00013,2024-09-11,1,351.4
B-05626,C-00131,C-00032,2024-10-27,5,469.26
C-05627,C-00350,C-00014,2024-05-25,5,193.3
A-05628,B-00301,A-00069,2025-01-30,4,95.82
B-05629,C-00287,B-00079,2024-12-25,5,382.16
C-05630,C-00080,B-00091,2024-07-21,4,249.54
A-05631,A-00342,B-00082,2025-02-08,1,208.72
B-05632,B-00295,A-00012,2025-02-06,5,144.48
C-05633,A-00477,B-00016,2024-06-06,3,251.49
A-05634,C-00494,C-00011,2024-05-19,3,208.26
B-05635,A-00093,C-00053,2025-05-07,2,453.7
C-05636,B-00304,A-00027,2025-02-03,3,419.53
A-05637,C-00008,B-00037,2024-10-12,5,90.66
B-05638,B-00220,C-00050,2024-10-15,5,477.24
C-05639,C-00302,B-00022,2025-03-27,1,274.29
A-05640,C-00470,C-00056,2024-08-10,5,248.55
B-05641,B-00184,A-00030,2024-08-11,5,112.07
C-05642,A-00105,C-00059,2024-09-22,5,410.3
A-05643,C-00416,A-00012,2025-05-09,3,463.89
B-05644,C-00479,A-00084,2024-09-22,4,400.81
C-05645,B-00139,B-00082,2025-05-13,5,278.99
A-05646,A-00387,C-00011,2024-10-02,3,163.87
B-05647,C-00485,C-00005,2025-01-11,1,285.94
C-05648,C-00059,B-00064,2024-08-23,4,90.63
A-05649,B-00334,C-00089,2024-10-17,4,296.21
B-05650,B-00091,A-00006,2024-08-02,3,164.83
C-05651,A-00432,A-00090,2024-09-26,2,353.43
A-05652,B-00064,B-00022,2025-04-09,4,316
B-05653,B-00313,B-00052,2025-02-07,5,347.92
C-05654,B-00145,B-00001,2024-06-12,2,141.03
A-05655,B-00223,A-00033,2024-09-18,5,198.06
B-05656,C-00266,A-00051,2024-12-05,3,89.92
C-05657,C-00296,C-00083,2024-10-23,5,311.91
A-05658,A-00147,B-00049,2024-11-19,3,196.16
B-05659,A-00195,A-00018,2024-06-02,2,360.81
C-05660,C-00422,C-00077,2024-10-31,4,351.27
A-05661,A-00162,A-00051,2024-06-28,2,223.91
B-05662,A-00312,B-00058,2024-06-22,2,440.59
C-05663,B-00226,A-00030,2024-07-14,5,349.83
A-05664,B-00403,B-00070,2025-03-25,3,426.38
B-05665,C-00254,B-00025,2024-07-10,1,352.82
C-05666,C-00194,B-00082,2025-03-03,5,89.06
A-05667,A-00057,A-00045,2024-08-27,5,335.62
B-05668,C-00389,B-00046,2025-02-26,5,338.03
C-05669,B-00169,B-00085,2024-08-30,1,106.57
A-05670,A-00267,A-00003,2024-09-07,5,124.66
B-05671,B-00187,B-00088,2025-05-09,5,423.96
C-05672,C-00326,C-00062,2024-05-30,3,101.71
A-05673,C-00026,B-00079,2024-09-25,1,207.19
B-05674,B-00112,B-00016,2024-09-12,1,328.58
C-05675,A-00285,A-00090,2025-02-15,4,362.89
A-05676,B-00250,A-00057,2024-11-13,4,441.25
B-05677,A-00387,B-00052,2024-10-31,2,282.13
C-05678,A-00378,A-00015,2024-07-16,3,416.99
A-05679,B-00157,C-00023,2024-12-19,1,261.25
B-05680,B-00064,C-00017,2024-12-29,4,171.48
C-05681,A-00216,B-00070,2024-06-03,5,224.56
A-05682,C-00110,B-00058,2025-05-06,3,192.27
B-05683,B-00001,C-00095,2025-05-07,5,489.7
C-05684,C-00293,B-00088,2024-06-07,5,256.96
A-05685,C-00095,C-00080,2025-01-24,4,223.87
B-05686,C-00071,C-00014,2024-09-22,3,444.93
C-05687,C-00416,A-00048,2024-09-19,3,261.72
A-05688,B-00010,A-00039,2025-02-16,1,76.11
B-05689,B-00403,B-00088,2024-11-02,3,323.03
C-05690,A-00195,C-00050,2025-01-28,4,197.93
A-05691,C-00404,A-00072,2024-10-15,5,159.76
B-05692,C-00422,A-00015,2025-03-05,5,152.89
C-05693,B-00295,C-00074,2024-05-30,2,78.9
A-05694,B-00103,B-00049,2024-12-29,4,378.22
B-05695,B-00058,A-00051,2025-04-25,3,93.29
C-05696,B-00010,C-00077,2025-01-05,1,485.6
A-05697,A-00348,A-00084,2024-08-04,3,127.48
B-05698,C-00104,C-00014,2024-06-06,1,237.53
C-05699,A-00282,C-00047,2025-02-13,1,73.07
A-05700,C-00341,A-00036,2025-03-12,5,463.71
B-05701,C-00179,A-00036,2024-11-01,1,192.77
C-05702,A-00141,A-00045,2024-07-13,1,476.49
A-05703,A-00234,A-00012,2024-07-17,5,372.61
B-05704,B-00103,A-00075,2024-06-20,4,497
C-05705,A-00255,C-00074,2024-10-27,3,101.29
A-05706,B-00220,A-00006,2024-12-25,2,400.77
B-05707,C-00047,C-00050,2025-02-01,4,471.74
C-05708,A-00441,C-00026,2025-04-01,4,352.69
A-05709,A-00471,A-00054,2025-01-07,5,406.75
B-05710,C-00278,C-00032,2024-05-24,3,180.95
C-05711,A-00084,C-00029,2025-03-21,3,237.91
A-05712,A-00279,B-00082,2024-11-23,2,378.56
B-05713,A-00459,A-00060,2024-05-24,3,203.51
C-05714,A-00312,B-00010,2025-05-01,4,431.3
A-05715,C-00185,C-00002,2024-08-12,5,399.77
B-05716,C-00206,C-00098,2024-08-20,1,153.69
C-05717,A-00303,C-00038,2024-07-31,4,77.3
A-05718,B-00121,B-00052,2025-05-09,2,246.24
B-05719,C-00116,B-00073,2025-04-25,3,325.65
C-05720,C-00185,B-00094,2024-08-25,2,114.31
A-05721,B-00244,C-00008,2024-09-02,2,478.77
B-05722,C-00017,C-00080,2025-01-15,3,479.38
C-05723,A-00354,C-00071,2025-03-04,4,219.65
A-05724,B-00436,A-00015,2024-06-23,1,209.3
B-05725,A-00210,A-00084,2024-12-20,1,179.46
C-05726,B-00178,B-00076,2024-06-03,2,363.27
A-05727,B-00190,B-00052,2024-12-17,2,139.85
B-05728,A-00315,A-00045,2024-10-15,4,185.68
C-05729,A-00495,C-00074,2024-08-26,5,378.31
A-05730,A-00477,B-00052,2024-08-17,5,99.19
B-05731,C-00305,B-00091,2024-07-03,4,215.5
C-05732,C-00275,C-00053,2025-04-16,2,383.12
A-05733,B-00076,A-00012,2024-07-12,1,122.51
B-05734,B-00037,B-00025,2024-11-13,3,372.95
C-05735,B-00091,A-00054,2024-05-30,2,400.72
A-05736,C-00275,A-00042,2025-02-01,4,485.05
B-05737,C-00071,C-00020,2024-07-16,3,103.14
C-05738,B-00412,B-00067,2024-06-20,5,97.06
A-05739,C-00056,C-00059,2024-07-04,3,438.09
B-05740,C-00296,B-00034,2024-12-28,3,484.34
C-05741,B-00220,B-00061,2025-05-13,2,151.15
A-05742,B-00364,C-00035,2024-11-09,5,437
B-05743,B-00160,A-00066,2024-08-01,3,137.83
C-05744,C-00452,B-00028,2024-11-05,5,416.06
A-05745,C-00116,B-00025,2025-05-08,4,400.28
B-05746,A-00243,C-00005,2024-10-21,5,157.43
C-05747,C-00242,C-00014,2025-04-17,3,341.36
A-05748,A-00330,A-00069,2025-04-18,3,82.26
B-05749,A-00405,B-00004,2024-08-19,5,465
C-05750,B-00313,A-00066,2024-10-14,2,221.53
A-05751,B-00028,C-00053,2025-05-08,2,349.28
B-05752,C-00479,A-00078,2024-06-08,2,151.57
C-05753,A-00105,C-00059,2024-05-23,2,445.33
A-05754,A-00162,A-00030,2024-12-26,2,136.52
B-05755,A-00063,B-00043,2024-11-22,4,265.1
C-05756,A-00024,B-00037,2024-06-07,3,242.93
A-05757,A-00069,A-00072,2025-01-02,2,240.92
B-05758,C-00188,C-00077,2024-06-30,1,427.09
C-05759,B-00313,C-00032,2025-03-23,1,308.36
A-05760,A-00384,C-00095,2024-10-28,4,304.19
B-05761,B-00103,B-00043,2024-10-16,5,190.64
C-05762,C-00371,A-00087,2024-06-01,3,129.86
A-05763,A-00099,A-00018,2025-01-12,3,372.6
B-05764,C-00023,C-00077,2025-04-27,5,348.6
C-05765,A-00468,A-00066,2024-07-15,4,195.18
A-05766,B-00316,C-00050,2025-05-12,5,83.59
B-05767,B-00373,C-00065,2025-02-18,5,476.42
C-05768,B-00268,A-00087,2025-03-22,1,456.2
A-05769,C-00500,B-00010,2024-07-20,3,117.95
B-05770,B-00097,C-00011,2025-02-18,3,432.56
C-05771,B-00073,B-00061,2024-11-02,2,300.37
A-05772,A-00066,A-00063,2025-01-10,2,314.2
B-05773,A-00048,C-00005,2024-11-27,3,392.42
C-05774,A-00459,C-00020,2025-05-10,4,468.11
A-05775,C-00311,B-00007,2024-09-01,4,346.67
B-05776,B-00361,B-00022,2024-07-06,4,256.94
C-05777,A-00432,B-00019,2024-05-19,3,349.34
A-05778,B-00028,A-00066,2025-03-01,5,141.32
B-05779,B-00301,B-00001,2024-12-28,5,67.34
C-05780,B-00457,B-00034,2024-09-29,3,304.2
A-05781,B-00184,C-00008,2024-12-20,5,186.87
B-05782,A-00114,C-00029,2025-04-30,1,127
C-05783,A-00411,A-00072,2024-12-16,3,458.64
A-05784,B-00451,B-00070,2024-07-29,3,455.25
B-05785,B-00316,B-00046,2024-11-20,2,492.87
C-05786,B-00451,C-00065,2024-09-18,2,204.15
A-05787,B-00283,C-00050,2024-11-25,3,131.74
B-05788,C-00014,A-00039,2025-05-13,2,422.9
C-05789,C-00389,A-00024,2024-06-20,2,300.19
A-05790,C-00449,C-00035,2024-06-29,5,356.85
B-05791,C-00233,A-00033,2025-04-06,1,445.52
C-05792,B-00409,C-00029,2024-12-29,4,134.8
A-05793,C-00104,B-00091,2024-09-22,3,100.14
B-05794,B-00484,A-00099,2025-03-31,3,380.07
C-05795,B-00295,A-00087,2025-03-15,4,144
A-05796,B-00490,C-00062,2024-05-20,4,183.04
B-05797,C-00125,B-00028,2025-01-30,5,102.49
C-05798,B-00232,C-00080,2024-12-20,4,397.09
A-05799,B-00085,C-00056,2024-10-11,4,293.82
B-05800,B-00319,B-00073,2024-06-22,2,107.07
C-05801,C-00242,C-00098,2025-03-23,2,421.79
A-05802,A-00057,A-00057,2025-03-13,5,384.68
B-05803,A-00081,A-00081,2024-08-26,2,412.29
C-05804,B-00181,C-00086,2024-05-30,5,135.5
A-05805,A-00498,A-00036,2024-11-25,1,434.74
B-05806,A-00135,C-00008,2025-01-14,1,380.3
C-05807,C-00452,C-00008,2024-09-22,1,256.98
A-05808,A-00225,C-00095,2025-03-31,3,127.09
B-05809,A-00246,C-00020,2024-11-29,2,121
C-05810,A-00393,A-00045,2024-05-22,4,232.09
A-05811,B-00322,B-00058,2025-05-15,1,389.44
B-05812,A-00168,A-00069,2024-05-27,3,247
C-05813,C-00410,B-00016,2024-11-03,2,143.77
A-05814,A-00198,A-00057,2024-08-21,2,118.5
B-05815,B-00472,B-00097,2024-06-18,4,79.48
C-05816,C-00488,C-00017,2024-08-31,3,146.12
A-05817,C-00434,C-00068,2024-08-26,1,492.04
B-05818,A-00033,A-00030,2024-05-28,2,329.73
C-05819,C-00275,A-00078,2024-06-09,1,282.43
A-05820,B-00286,A-00078,2024-08-31,4,256.38
B-05821,A-00450,B-00013,2024-10-09,4,99.78
C-05822,B-00490,A-00078,2025-05-11,5,307.95
A-05823,A-00066,C-00086,2024-07-24,4,247.73
B-05824,A-00174,C-00077,2024-06-23,1,82.49
C-05825,C-00305,B-00037,2024-06-17,5,268.51
A-05826,C-00488,C-00017,2024-10-09,1,305.67
B-05827,C-00461,A-00042,2025-02-26,1,408.44
C-05828,A-00075,B-00001,2025-03-15,3,375.26
A-05829,A-00030,B-00001,2024-07-02,4,151.48
B-05830,C-00383,C-00053,2024-05-23,1,89.2
C-05831,B-00481,B-00040,2024-06-15,4,103.79
A-05832,C-00134,B-00049,2024-07-27,3,181.5
B-05833,B-00223,C-00062,2024-10-19,2,422.72
C-05834,C-00446,C-00005,2025-01-24,1,84.82
A-05835,B-00403,C-00068,2025-03-07,3,258.32
B-05836,B-00259,A-00048,2025-02-26,3,115.33
C-05837,B-00253,B-00049,2024-09-15,4,121.68
A-05838,C-00386,B-00100,2025-01-19,1,88.91
B-05839,A-00345,B-00061,2024-09-08,2,473.22
C-05840,C-00437,B-00055,2025-03-16,2,257.66
A-05841,B-00004,A-00003,2024-06-07,4,464.1
B-05842,A-00459,B-00055,2024-11-25,2,366.08
C-05843,A-00360,B-00073,2024-06-04,5,298.57
A-05844,C-00392,B-00004,2025-01-26,1,302.94
B-05845,B-00469,C-00020,2025-02-10,4,399.49
C-05846,C-00461,C-00014,2025-01-26,2,75.79
A-05847,B-00133,B-00061,2025-02-05,1,62.24
B-05848,C-00155,A-00078,2024-06-27,2,95.45
C-05849,C-00350,A-00009,2025-02-05,1,321.51
A-05850,B-00082,C-00065,2024-12-20,4,113.59
B-05851,A-00408,A-00021,2024-11-02,4,268.69
C-05852,B-00307,A-00033,2024-12-01,2,391.05
A-05853,A-00357,B-00079,2024-12-24,3,117.92
B-05854,A-00411,B-00094,2024-12-14,1,66.07
C-05855,A-00435,C-00032,2024-12-08,4,430.54
A-05856,A-00423,A-00006,2024-05-29,5,388.51
B-05857,A-00045,A-00036,2024-08-30,4,388.34
C-05858,A-00390,A-00069,2024-06-09,4,213.68
A-05859,C-00167,C-00035,2024-08-17,1,173.89
B-05860,A-00198,A-00003,2024-07-31,3,351.86
C-05861,B-00451,C-00002,2024-10-04,3,149.03
A-05862,C-00452,B-00097,2025-04-05,4,384.59
B-05863,C-00014,B-00052,2024-07-14,1,349.98
C-05864,A-00108,B-00094,2025-04-04,4,427.75
A-05865,C-00275,B-00052,2025-02-18,1,370.55
B-05866,C-00302,B-00049,2025-03-20,5,299.18
C-05867,B-00439,A-00045,2024-07-26,1,248.64
A-05868,A-00495,A-00090,2024-06-17,1,396.31
B-05869,B-00292,B-00034,2025-01-01,1,221.95
C-05870,A-00435,A-00072,2024-06-29,4,452.48
A-05871,A-00150,B-00040,2024-09-24,5,427.78
B-05872,C-00440,C-00068,2025-01-05,1,79.53
C-05873,C-00317,A-00030,2024-05-31,1,283.44
A-05874,A-00078,C-00080,2024-08-25,1,447.94
B-05875,C-00386,A-00045,2024-06-09,3,210.65
C-05876,A-00240,B-00046,2025-03-16,5,325.37
A-05877,B-00457,C-00062,2024-09-27,2,279.45
B-05878,C-00119,B-00013,2024-10-08,3,345.94
C-05879,A-00357,C-00065,2025-03-29,2,288.47
A-05880,B-00469,B-00040,2024-06-23,2,279.96
B-05881,C-00329,C-00089,2025-05-15,5,207.59
C-05882,C-00215,C-00032,2025-02-04,2,361.54
A-05883,A-00429,A-00039,2025-04-26,5,253.28
B-05884,A-00369,B-00058,2024-06-27,2,167.49
C-05885,A-00051,A-00018,2025-04-26,2,496.19
A-05886,A-00261,C-00020,2024-06-14,4,460.21
B-05887,B-00322,C-00053,2024-09-08,4,206.73
C-05888,A-00021,B-00076,2025-05-02,5,70.81
A-05889,A-00279,A-00054,2025-05-04,4,254.9
B-05890,A-00033,C-00005,2025-04-11,1,371.29
C-05891,A-00390,C-00023,2024-11-17,5,210.64
A-05892,C-00344,C-00080,2025-04-13,3,339.65
B-05893,B-00076,A-00072,2024-11-11,2,109.59
C-05894,B-00214,C-00095,2024-12-13,4,281.96
A-05895,A-00225,A-00045,2024-06-14,1,295.33
B-05896,C-00416,B-00079,2024-11-03,1,248.22
C-05897,C-00179,A-00051,2024-09-25,2,399.2
A-05898,B-00463,A-00030,2025-05-04,4,349.02
B-05899,B-00103,A-00063,2024-08-25,4,269.62
C-05900,C-00383,C-00032,2024-10-07,2,196.2
A-05901,B-00436,B-00070,2024-07-19,5,419.17
B-05902,A-00321,B-00046,2025-03-31,5,470.35
C-05903,C-00413,C-00071,2024-10-17,1,398.66
A-05904,A-00411,A-00009,2025-05-08,3,276.49
B-05905,A-00204,A-00042,2024-09-04,5,276.81
C-05906,B-00058,A-00006,2024-07-15,2,477.29
A-05907,C-00203,C-00038,2024-08-08,3,333.17
B-05908,C-00335,B-00085,2024-07-20,4,212.13
C-05909,A-00183,B-00031,2024-11-16,3,258.45
A-05910,C-00449,A-00060,2025-01-11,5,236.28
B-05911,A-00138,A-00015,2024-08-18,3,308.69
C-05912,B-00331,A-00042,2025-02-09,1,482.32
A-05913,B-00199,A-00078,2025-03-08,3,321.7
B-05914,B-00361,C-00047,2025-04-08,2,252.88
C-05915,C-00428,A-00012,2024-10-22,2,146.85
A-05916,B-00442,C-00083,2025-04-11,5,229.39
B-05917,A-00102,A-00033,2024-06-15,1,59.14
C-05918,B-00193,A-00012,2025-04-18,2,479.55
A-05919,A-00225,B-00076,2025-04-27,4,405.67
B-05920,A-00297,B-00073,2024-08-20,3,182.77
C-05921,A-00042,B-00004,2025-02-20,1,131.18
A-05922,A-00417,B-00043,2025-01-14,5,85.2
B-05923,A-00273,A-00084,2024-05-18,2,183.42
C-05924,B-00127,C-00044,2024-09-15,3,50.33
